customerID,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Count,Country,State,City,ZipCode,LatLong,Latitude,Longitude,ChurnLabel,ChurnValue,ChurnScore,CLTV,ChurnReason,StatusID,Quarter,SatisfactionScore,CustomerStatus,ChurnCategory,NPS_Label,TenureGroup,LastInteractionNote
1247-QBVSH,Female,0,Yes,Yes,43,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.2,2169.4,No,1,United States,California,Santa Margarita,93453,"35.303926, -120.256567",35.303926,-120.256567,No,0,49,5284,,KYAIHG8478,Q3,4,Stayed,,Passive,25-48 months,The app updated recently and some things look different now. I'm just trying to find where a particular setting moved to.
1248-DYXUB,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.8,1229.1,No,1,United States,California,Lemon Grove,91945,"32.733564, -117.033713",32.733564,-117.033713,No,0,76,5320,,GWLOXD8996,Q3,5,Stayed,,Promoter,49-72 months,"Your support team is always so helpful, it's truly a pleasure interacting with them. That's why I've been a loyal customer for so long!"
1251-KRREG,Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.4,114.1,Yes,1,United States,California,North Hollywood,91601,"34.1692, -118.372498",34.1692,-118.372498,Yes,1,81,2556,Price too high,GZWJLN2676,Q3,3,Churned,Price,Detractor,0-12 months,I've had nothing but problems since activating this service a couple of weeks ago. It's been a nightmare trying to get anything done.
1251-STYSZ,Female,1,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,303.7,No,1,United States,California,Glenhaven,95443,"39.045246, -122.743181",39.045246,-122.743181,No,0,20,3828,,FSFVUI2847,Q3,4,Stayed,,Passive,0-12 months,"I signed up last month and received a promotional rate, but I'm not seeing it reflected on this bill. Could you check that?"
1254-IZEYF,Female,1,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.95,3186.65,Yes,1,United States,California,Cutler,93615,"36.497895, -119.285484",36.497895,-119.285484,Yes,1,96,5362,Competitor made better offer,LKROTI4916,Q3,3,Churned,Competitor,Detractor,25-48 months,"Why is it so difficult to update my payment method on your website? It's a convoluted mess, and I keep getting error messages."
1257-SXUXQ,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,86.05,No,1,United States,California,Jenner,95450,"38.505995, -123.187019",38.505995,-123.187019,No,0,79,4573,,XQWPAA7395,Q3,3,Stayed,,Detractor,0-12 months,I'm really frustrated with how often this service goes down. I've only been a customer for a few months and it's already a huge headache.
1258-YMZNM,Female,1,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),110.5,2857.6,No,1,United States,California,Montara,94037,"37.540582, -122.509594",37.540582,-122.509594,No,0,56,4997,,IBVFVV8669,Q3,3,Stayed,,Detractor,25-48 months,"This is ridiculous. I'm paying for a premium plan, and my upload speeds are consistently terrible. It used to be so much better."
1260-TTRXI,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,54.3,195.3,Yes,1,United States,California,Planada,95365,"37.329725, -120.306399",37.329725,-120.306399,Yes,1,87,5834,Long distance charges,FTXLAA8815,Q3,2,Churned,Price,Detractor,0-12 months,I've had nothing but problems since activating this service a couple of weeks ago. It's been a nightmare trying to get anything done.
1261-FWTTE,Male,1,No,No,23,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.65,768.45,No,1,United States,California,Los Angeles,90067,"34.057496, -118.413959",34.057496,-118.413959,No,0,67,2307,,PJUCWE9486,Q3,4,Stayed,,Passive,13-24 months,"The internet speed seems a bit inconsistent lately, especially during peak evening hours. Is there anything that can be done to improve this?"
1262-OPMFY,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.75,655.9,Yes,1,United States,California,Likely,96116,"41.266008, -120.490731",41.266008,-120.490731,Yes,1,96,5105,Competitor made better offer,MUHOAM1294,Q3,3,Churned,Competitor,Detractor,0-12 months,"I appreciate you trying to help, but this recurring issue has made my first few months a complete nightmare. I'm honestly ready to cancel."
1264-BYWMS,Male,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.8,5283.95,Yes,1,United States,California,La Grange,95329,"37.666587, -120.411517",37.666587,-120.411517,Yes,1,82,4089,Competitor offered more data,AYLOYQ8332,Q3,1,Churned,Competitor,Detractor,49-72 months,"This product just doesn't work as advertised, and I'm really disappointed after being a customer for so long. It's a significant downgrade from what I expected."
1264-FUHCX,Female,0,Yes,No,49,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),56.3,2780.6,No,1,United States,California,San Diego,92106,"32.71346, -117.236378",32.71346,-117.236378,No,0,20,5913,,QRNPIT4281,Q3,5,Stayed,,Promoter,49-72 months,"Always happy with your service, but I was wondering if there's any way to get a slightly earlier delivery window next time?"
1265-BCFEO,Female,0,Yes,No,71,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.45,5662.25,No,1,United States,California,Alamo,94507,"37.855717, -121.994813",37.855717,-121.994813,No,0,75,4518,,NSPBJP6759,Q3,5,Stayed,,Promoter,49-72 months,Everything has been running perfectly since I signed up. Just wanted to give a quick shout-out for consistently great performance.
1265-HVPZB,Male,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),66.4,3958.2,No,1,United States,California,Winnetka,91306,"34.209532, -118.577563",34.209532,-118.577563,No,0,64,6432,,VVSMVO1956,Q3,3,Stayed,,Detractor,49-72 months,"I understand you're doing what you can on this call, but this whole situation has been a headache for weeks now. I've spent so much time trying to fix things myself, and nothing works. The effort is appreciated, but the problem persists."
1265-XTECC,Female,1,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.55,6581.9,Yes,1,United States,California,Madera,93638,"37.004068, -119.930027",37.004068,-119.930027,Yes,1,86,5957,Attitude of service provider,OVOLKH7229,Q3,1,Churned,Attitude,Detractor,49-72 months,"If this issue isn't resolved promptly, I'm seriously considering taking my business elsewhere. I've been a customer for five years, and I'm at my wit's end with these problems."
1265-ZFOSD,Female,0,Yes,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,81.3,5129.3,No,1,United States,California,Stonyford,95979,"39.288127, -122.415841",39.288127,-122.415841,No,0,74,5254,,RVBVZX7996,Q3,4,Stayed,,Passive,49-72 months,I received an email about a change in terms of service. What are the key points I should be aware of?
1266-NZYUI,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),66.85,4758.8,No,1,United States,California,Lee Vining,93541,"37.890145, -119.184087",37.890145,-119.184087,No,0,32,6264,,MQLKUF3527,Q3,3,Stayed,,Detractor,49-72 months,Why wasn't I informed about these upcoming changes? It's unacceptable to spring things on long-term customers like this without any heads-up whatsoever.
1268-ASBGA,Female,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.35,1375.15,Yes,1,United States,California,Huntington Park,90255,"33.97803, -118.217141",33.97803,-118.217141,Yes,1,66,5769,Limited range of services,NLDOGS3349,Q3,2,Churned,Dissatisfaction,Detractor,13-24 months,"I've been paying for this service for almost two years, and I still don't understand why it's so expensive for what I'm getting. The value just isn't there."
1269-FOYWN,Male,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.0,860.85,No,1,United States,California,Phillipsville,95559,"40.184094, -123.745487",40.184094,-123.745487,No,0,72,3743,,TVFOER4213,Q3,3,Stayed,,Detractor,25-48 months,"This is ridiculous. I'm paying for a premium plan, and my upload speeds are consistently terrible. It used to be so much better."
1270-XKUCC,Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,599.25,No,1,United States,California,San Diego,92122,"32.85723, -117.209774",32.85723,-117.209774,No,0,38,5045,,LQFARL4182,Q3,3,Stayed,,Detractor,25-48 months,"Another month, another billing error. I'm completely fed up with having to call in to fix incorrect charges, this has been an ongoing issue."
1271-SJBGZ,Male,1,No,No,12,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.65,526.95,Yes,1,United States,California,Forest Knolls,94933,"38.010092, -122.689442",38.010092,-122.689442,Yes,1,74,2437,Competitor had better devices,GJNFFD2921,Q3,1,Churned,Competitor,Detractor,0-12 months,"Every time I try to use the main feature, it bugs out. Why did I even bother signing up for this?"
1271-UODNO,Male,0,No,No,39,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),53.85,2200.7,No,1,United States,California,San Jose,95118,"37.255479, -121.889838",37.255479,-121.889838,No,0,79,2380,,RLPRKP2824,Q3,3,Stayed,,Detractor,25-48 months,"Why is it so difficult to update my payment method on your website? It's a convoluted mess, and I keep getting error messages."
1272-ILHFG,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,332.65,No,1,United States,California,La Habra,90631,"33.940619, -117.9513",33.940619,-117.9513,No,0,71,5928,,UNPDZS5726,Q3,5,Stayed,,Promoter,13-24 months,"Everything usually runs perfectly smooth, which is why I've been with you for so long. Had a brief outage yesterday evening, but it came back quickly and hasn't happened since."
1273-MTETI,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.85,372.45,Yes,1,United States,California,Rancho Cucamonga,91737,"34.245289, -117.642503",34.245289,-117.642503,Yes,1,74,2754,Don't know,WEGRGT5168,Q3,3,Churned,Other,Detractor,0-12 months,"I appreciate you trying to help, but this recurring issue has made my first few months a complete nightmare. I'm honestly ready to cancel."
1282-IHQAC,Male,1,No,No,70,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),44.05,3011.65,No,1,United States,California,Sheep Ranch,95250,"38.244806, -120.417301",38.244806,-120.417301,No,0,68,4022,,SLYQVP3216,Q3,3,Stayed,,Detractor,49-72 months,"Other providers offer much better value for money, and I'm starting to wonder why I've stuck with you all these years given these constant problems."
1285-OKIPP,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,Yes,1,United States,California,Mission Hills,91345,"34.266389, -118.459744",34.266389,-118.459744,Yes,1,98,3394,Lack of self-service on Website,RPJWRT7179,Q3,2,Churned,Attitude,Detractor,0-12 months,I'm really frustrated with how often this service goes down. I've only been a customer for a few months and it's already a huge headache.
1291-CUOCY,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.6,7962.2,No,1,United States,California,Yorkville,95494,"38.888351, -123.239647",38.888351,-123.239647,No,0,64,5444,,VVCITG8819,Q3,3,Stayed,,Detractor,49-72 months,"I've been a customer for years, and it feels like new customers get all the good deals while loyal ones like me are completely ignored. It's really frustrating."
1293-BSEUN,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.7,1482.3,No,1,United States,California,Volcano,95689,"38.481902, -120.603668",38.481902,-120.603668,No,0,40,4528,,PSVRFK8684,Q3,5,Stayed,,Promoter,49-72 months,Just wanted to express my continued satisfaction with your service; it consistently exceeds my expectations.
1293-HHSHJ,Female,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.1,741.0,No,1,United States,California,Montrose,91020,"34.2112, -118.230625",34.2112,-118.230625,No,0,79,5707,,KVHXLB1549,Q3,4,Stayed,,Passive,25-48 months,The app updated recently and some things look different now. I'm just trying to find where a particular setting moved to.
1297-VQDRP,Male,1,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),107.15,7379.8,No,1,United States,California,Foothill Ranch,92610,"33.698728, -117.67768",33.698728,-117.67768,No,0,66,4324,,XZFKXR1248,Q3,5,Stayed,,Promoter,49-72 months,"I've been a loyal customer for ages and usually everything is perfect, but I'm having a little trouble resetting my password this time."
1298-PHBTI,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,84.8,6152.4,No,1,United States,California,Los Angeles,90049,"34.091829, -118.491244",34.091829,-118.491244,No,0,43,5952,,GFNDUO7683,Q3,3,Stayed,,Detractor,49-72 months,Why wasn't I informed about these upcoming changes? It's unacceptable to spring things on long-term customers like this without any heads-up whatsoever.
1299-AURJA,Female,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.7,1685.9,No,1,United States,California,Twain Harte,95383,"38.107441, -120.230625",38.107441,-120.230625,No,0,59,5907,,CSOSKH9155,Q3,4,Stayed,,Passive,49-72 months,"The service has been quite reliable overall, but I've had some minor glitches with the streaming quality lately during peak hours."
1301-LOPVR,Male,0,Yes,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),55.35,1636.95,No,1,United States,California,North Hollywood,91605,"34.207295, -118.400022",34.207295,-118.400022,No,0,70,5138,,RBVGLS3186,Q3,3,Stayed,,Detractor,25-48 months,"The initial setup process a few years back was surprisingly smooth, but ever since then, it's just been a steady stream of headaches and disappointment."
1302-TPUBN,Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,1240.8,No,1,United States,California,West Sacramento,95691,"38.627951, -121.593287",38.627951,-121.593287,No,0,23,5637,,YHFTYA9624,Q3,3,Stayed,,Detractor,49-72 months,"Your mobile app is actually pretty user-friendly when it connects, but I'm constantly losing service at my home address, which is the main reason I have your plan. It's just not acceptable."
1302-UHBDD,Male,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.95,1648.45,No,1,United States,California,Ladera Ranch,92694,"33.569186, -117.640055",33.569186,-117.640055,No,0,33,4812,,MODEPU4549,Q3,4,Stayed,,Passive,13-24 months,I'm just checking on the status of a support ticket I opened last week regarding a minor technical glitch. I haven't heard back yet.
1303-SRDOK,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),69.05,3842.6,No,1,United States,California,Rio Dell,95562,"40.485849, -124.163234",40.485849,-124.163234,No,0,67,4318,,BYUXKX3365,Q3,3,Stayed,,Detractor,49-72 months,"The service used to be so reliable, but for the past few months, it's been constant outages and slow speeds. I'm paying too much for this level of quality."
1304-BCCFO,Male,0,Yes,No,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.05,564.4,No,1,United States,California,Redlands,92374,"34.064073, -117.166158",34.064073,-117.166158,No,0,69,4900,,WSKFMB9919,Q3,3,Stayed,,Detractor,0-12 months,"The initial setup was surprisingly smooth, but everything since then has been a disaster with constant outages. I'm really unhappy with this service."
1304-NECVQ,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.55,149.55,Yes,1,United States,California,Somis,93066,"34.297628, -119.014627",34.297628,-119.014627,Yes,1,92,5203,Competitor made better offer,JMOGPJ3664,Q3,2,Churned,Competitor,Detractor,0-12 months,"Your app keeps crashing, and I've only been using it for a few weeks. I'm already regretting switching from my old provider."
1304-SEGFY,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,97.85,6841.3,No,1,United States,California,National City,91950,"32.67102, -117.095235",32.67102,-117.095235,No,0,22,4508,,BEUAEQ6881,Q3,4,Stayed,,Passive,49-72 months,I'm getting an error code when I try to access live chat support. Can you help me connect?
1306-RPWXZ,Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.45,1024.65,No,1,United States,California,Mc Farland,93250,"35.666886, -119.186717",35.666886,-119.186717,No,0,20,4784,,FRHOCR5448,Q3,4,Stayed,,Passive,49-72 months,I noticed a small charge on my last statement that I don't recall authorizing. Could you clarify what it's for?
1307-ATKGB,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.55,2187.15,No,1,United States,California,Santa Clara,95054,"37.393554, -121.965114",37.393554,-121.965114,No,0,41,2007,,ENVALR1124,Q3,5,Stayed,,Promoter,13-24 months,"Everything usually runs perfectly smooth, which is why I've been with you for so long. Had a brief outage yesterday evening, but it came back quickly and hasn't happened since."
1307-TVUFB,Male,1,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,3344.1,No,1,United States,California,Santa Ynez,93460,"34.630356, -120.032564",34.630356,-120.032564,No,0,79,2399,,LTOQFA1582,Q3,4,Stayed,,Passive,25-48 months,I have a quick question about setting up a secondary user on my account. Is that something I can manage myself or do I need assistance?
1309-BXVOQ,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.1,2249.95,Yes,1,United States,California,Old Station,96071,"40.656287, -121.428965",40.656287,-121.428965,Yes,1,69,3584,Long distance charges,BOCSMG3697,Q3,1,Churned,Price,Detractor,13-24 months,"I've been with you for over a year now, and honestly, the service has only gotten worse. I'm constantly having to deal with outages and slow performance."
1309-XGFSN,Male,1,Yes,Yes,52,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.85,4079.55,No,1,United States,California,Pinon Hills,92372,"34.459322, -117.629729",34.459322,-117.629729,No,0,76,6090,,YZQTLN1296,Q3,3,Stayed,,Detractor,49-72 months,"The service used to be so reliable, but for the past few months, it's been constant outages and slow speeds. I'm paying too much for this level of quality."
1310-QRITU,Female,0,No,No,18,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.3,913.3,No,1,United States,California,Hinkley,92347,"34.983808, -117.239306",34.983808,-117.239306,No,0,65,5877,,HTMQQF3148,Q3,3,Stayed,,Detractor,13-24 months,"I regret renewing my contract last year. The service quality has plummeted, and I feel completely trapped now with a non-functional product."
1319-YLZJG,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.6,959.9,No,1,United States,California,Dutch Flat,95714,"39.197215, -120.83679",39.197215,-120.83679,No,0,31,2499,,USBRVM9937,Q3,4,Stayed,,Passive,0-12 months,I just wanted to confirm if there are any known service interruptions in my area. My connection has been a bit spotty lately.
1320-GVNHT,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),108.4,7767.25,No,1,United States,California,Glendale,91207,"34.182378, -118.262922",34.182378,-118.262922,No,0,20,4419,,UHWOQA2824,Q3,4,Stayed,,Passive,49-72 months,"I appreciate the consistent network uptime, but I'm a bit concerned about the notification regarding upcoming price adjustments for my long-standing plan."
1320-HTRDR,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,220.6,Yes,1,United States,California,Fellows,93224,"35.215731, -119.57013",35.215731,-119.57013,Yes,1,79,5948,Attitude of service provider,UBCQZZ7358,Q3,2,Churned,Attitude,Detractor,0-12 months,I just signed up last month and it's already completely unreliable. This is absolutely not what I was promised when I joined.
1320-REHCS,Male,1,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.75,5832.0,No,1,United States,California,Inglewood,90301,"33.956445, -118.358634",33.956445,-118.358634,No,0,46,4993,,THOCXZ3567,Q3,5,Stayed,,Promoter,49-72 months,"Your intuitive interface is still one of my favorite things about your service. It just works, every single time."
1322-AGOQM,Male,0,No,No,46,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.3,1380.1,Yes,1,United States,California,Mather,95655,"38.549822, -121.266725",38.549822,-121.266725,Yes,1,95,2243,Service dissatisfaction,OAIHAH7355,Q3,2,Churned,Dissatisfaction,Detractor,25-48 months,"I used to recommend your company to everyone, but now I'm embarrassed by how bad the performance has gotten. I'm genuinely considering switching."
1323-OOEPC,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.4,5149.5,Yes,1,United States,California,Prather,93651,"37.007238, -119.505661",37.007238,-119.505661,Yes,1,87,6481,Extra data charges,QUGFBW4281,Q3,2,Churned,Price,Detractor,49-72 months,"My bill jumped again this month for no reason, and I've been with you for over five years! This is ridiculous; I'm tired of these sneaky charges."
1324-NLTJE,Female,1,No,No,15,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),55.0,757.1,Yes,1,United States,California,Emeryville,94608,"37.83726, -122.287648",37.83726,-122.287648,Yes,1,94,3167,Don't know,XDEOXU8714,Q3,1,Churned,Other,Detractor,13-24 months,"Honestly, the onboarding process last year was surprisingly smooth, but everything since then has been a struggle. I'm constantly frustrated with the lack of follow-through."
1325-USMEC,Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),99.35,6944.5,No,1,United States,California,Pearblossom,93553,"34.445239, -117.894868",34.445239,-117.894868,No,0,53,4120,,VFXXWZ9539,Q3,3,Stayed,,Detractor,49-72 months,"Your mobile app is actually pretty user-friendly when it connects, but I'm constantly losing service at my home address, which is the main reason I have your plan. It's just not acceptable."
1328-EUZHC,Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,370.5,No,1,United States,California,Carson,90746,"33.859171, -118.252272",33.859171,-118.252272,No,0,30,4329,,MBKBGS7978,Q3,4,Stayed,,Passive,13-24 months,I'm considering moving next quarter. What's the process for transferring my service to a new address and what are the associated fees?
1329-VHWNP,Female,0,No,No,7,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.05,189.95,No,1,United States,California,Grover Beach,93433,"35.120833, -120.61843",35.120833,-120.61843,No,0,63,4404,,LOJWBL6662,Q3,4,Stayed,,Promoter,0-12 months,"I'm genuinely impressed with the quality and reliability. So glad I found you guys recently, it's been fantastic."
1333-PBMXB,Female,0,Yes,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.75,1342.15,No,1,United States,California,Santa Ana,92703,"33.748635, -117.906125",33.748635,-117.906125,No,0,70,6466,,IJLZAW8374,Q3,3,Stayed,,Detractor,49-72 months,Why wasn't I informed about these upcoming changes? It's unacceptable to spring things on long-term customers like this without any heads-up whatsoever.
1334-FJSVR,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.25,24.25,Yes,1,United States,California,Sequoia National Park,93262,"36.527243, -118.594938",36.527243,-118.594938,Yes,1,85,2846,Lack of self-service on Website,LFBSEH1278,Q3,1,Churned,Dissatisfaction,Detractor,0-12 months,"Every time I try to use the main feature, it bugs out. Why did I even bother signing up for this?"
1334-PDUKM,Female,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),86.45,5762.95,No,1,United States,California,Palomar Mountain,92060,"33.309852, -116.823091",33.309852,-116.823091,No,0,39,4480,,YQLNOQ8161,Q3,5,Stayed,,Promoter,49-72 months,I often tell people how great your product is. It's truly a testament to quality that I've been with you for so many years.
1335-HQMKX,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.35,7323.15,No,1,United States,California,Los Angeles,90044,"33.952714, -118.292061",33.952714,-118.292061,No,0,25,4497,,UVPGAO3697,Q3,4,Stayed,,Passive,49-72 months,I'm getting an error code when I try to access live chat support. Can you help me connect?
1335-MXCSE,Male,0,Yes,Yes,55,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),55.25,3119.9,No,1,United States,California,Shoshone,92384,"35.924252, -116.188668",35.924252,-116.188668,No,0,42,5821,,LPIKKW4425,Q3,3,Stayed,,Detractor,49-72 months,"Your mobile app is actually pretty user-friendly when it connects, but I'm constantly losing service at my home address, which is the main reason I have your plan. It's just not acceptable."
1335-NTIUC,Male,0,No,No,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.95,190.25,No,1,United States,California,Pacoima,91331,"34.255442, -118.421314",34.255442,-118.421314,No,0,24,5473,,LKGTQN1253,Q3,5,Stayed,,Promoter,0-12 months,Just wanted to say how impressed I am. Everything has just worked perfectly from the moment I started using it.
1336-EZFZY,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,83.3,No,1,United States,California,Kings Beach,96143,"39.246654, -120.029273",39.246654,-120.029273,No,0,30,4596,,HBKPVK2814,Q3,4,Stayed,,Passive,0-12 months,"The setup process for my new device went smoothly. However, I'm now having some difficulty syncing it with my other devices."
1337-BOZWO,Male,0,Yes,Yes,18,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),46.4,812.4,No,1,United States,California,Canby,96015,"41.486953, -120.913975",41.486953,-120.913975,No,0,35,4003,,ZUYLVQ4594,Q3,5,Stayed,,Promoter,13-24 months,Fantastic experience overall! I'm always telling my friends how great you are and how easy everything is.
1338-CECEE,Male,0,Yes,Yes,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),68.5,2839.95,No,1,United States,California,Mount Hermon,95041,"37.051166, -122.056194",37.051166,-122.056194,No,0,54,3877,,UWRFKD8498,Q3,4,Stayed,,Passive,25-48 months,I've been a customer for a while now and was wondering if there are any loyalty benefits or special offers available.
1342-JPNKI,Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.05,834.1,Yes,1,United States,California,Lake Forest,92630,"33.644849, -117.684254",33.644849,-117.684254,Yes,1,85,2966,Don't know,ICREBU9681,Q3,3,Churned,Other,Detractor,0-12 months,"The installation was a mess, and now things still aren't working right. It's only been a month and I'm already fed up."
